book_name,book_url,book_author,book_introduction
Essential ASP.NET Web Forms Development,http://www.allitebooks.org/essential-asp-net-web-forms-development/,Robert E. Beasley,"Go from beginner to pro using one of the most effective and widely used technology stacks, Microsoft ASP.NET. Beginning with the basics, you will learn how to create interactive, professional-grade, database-driven web applications in no time, using ASP.NET, C#, SQL, Ajax, and JavaScript. Essential ASP.NET Web Forms Development is…"
Build A Career in Data Science,http://www.allitebooks.org/build-a-career-in-data-science/,Emily Robinson,"Build a Career in Data Science is the top guide to help readers get their first data science job, then quickly becoming a senior employee. Industry experts Jacqueline Nolis and Emily Robinson lay out the soft skills readers need alongside their technical know-how in order to succeed in the…"
Real-Time IoT Imaging with Deep Neural Networks,http://www.allitebooks.org/real-time-iot-imaging-with-deep-neural-networks/,Jacqueline Nolis,This book shows you how to build real-time image processing systems all the way through to house automation. Find out how you can develop a system based on small 32-bit ARM processors that gives you complete control through voice commands. Real-time image processing systems are utilized in a…
Deep Reinforcement Learning in Action,http://www.allitebooks.org/deep-reinforcement-learning-in-action/,Nicolas Modrzyk,Humans learn best from feedback—we are encouraged to take actions that lead to positive results while deterred by decisions with negative consequences. This reinforcement process can be applied to computer programs allowing them to solve more complex problems that classical programming cannot. Deep Reinforcement Learning in Action teaches you…
"CompTIA A+ Certification Premium Bundle, 10th Edition",http://www.allitebooks.org/comptia-a-certification-premium-bundle-10th-edition/,Alexander Zai,"This Premium Bundle includes Mike Meyers’ bestselling exam guide and access to online video training, practice exams, simulations, and much more! Take the CompTIA A+ 220-1001 and 220-1002 exams with confidence using this bestselling exam preparation system from the #1 name in CompTIA training and certification, Mike Meyers…."
"Introducing Play Framework, 2nd Edition",http://www.allitebooks.org/introducing-play-framework-2nd-edition/,Brandon Brown,"Enter the world of rapid web application development. This gentle introduction to Play covers all you need to know: it carefully introduces the background concepts before diving into examples, making learning Play 2 enjoyable (it includes the latest Play framework version 2.8). Introducing Play Framework is crisp, up-to-the-point, and…"
"Machine Learning with R, tidyverse, and mlr",http://www.allitebooks.org/machine-learning-with-r-tidyverse-and-mlr/,Mike Meyers,"Machine Learning with R, tidyverse, and mlr teaches readers how to gain valuable insights from their data using the powerful R programming language. In his engaging and informal style, author and R expert Hefin Ioan Rhys lays a firm foundation of ML basics and introduces readers to the tidyverse,…"
Succeeding with AI,http://www.allitebooks.org/succeeding-with-ai/,Prem Kumar Karunakaran,"The big challenge for a successful AI project isn’t deciding which problems you can solve. It’s deciding which problems you should solve. In Managing Successful AI Projects, author and AI consultant Veljko Krunic reveals secrets for succeeding in AI that he developed with Fortune 500 companies, early-stage startups, and…"
"Advanced.NET Remoting, 2nd Edition",http://www.allitebooks.org/advanced-net-remoting-2nd-edition/,Hefin Ioan Rhys,"* Proven best-seller and award winner on the market. Insiders highly recommended this title. * More than 150 pages of new material plus a preview of changes for Whidbey (Visual Studio 2005). * Goes far beyond any documentation, white papers and specialist documents available on the subject."
Practical Rust Projects,http://www.allitebooks.org/practical-rust-projects/,Shing Lyu,"Go beyond the basics and build complete applications using the Rust programming language. The applications in this book include a high-performance web client, a microcontroller (for a robot, for example), a game, an app that runs on Android, and an application that incorporates AI and machine learning. Each chapter…"
Building a Data Integration Team,http://www.allitebooks.org/building-a-data-integration-team/,Jarrett Goldfedder,"Find the right people with the right skills. This book clarifies best practices for creating high-functioning data integration teams, enabling you to understand the skills and requirements, documents, and solutions for planning, designing, and monitoring both one-time migration and daily integration systems. The growth of data is exploding…."
Data Mashups in R,http://www.allitebooks.org/data-mashups-in-r/,Jeremy Leipzig,"How do you use R to import, manage, visualize, and analyze real-world data? With this short, hands-on tutorial, you learn how to collect online data, massage it into a reasonable form, and work with it using R facilities to interact with web servers, parse Html and Xml, and…"
